handle,gender,tweet,category,topic,date,lat,long,location,state
xoxoxariana14,male,"""@CorinneKisses: I will take 2015 by the balls and make it my bitch. #NewYearsResolution""",Humor,Humor about not Resolutions in general,12/28/2014,33.4483771,-112.0740373,"Phoenix, AZ, USA",Arizona
notDinoAguirre,male,"Yes, I am aware that I need more bacon in my diet. #NewYearsResolution",Health & Fitness,Other,12/29/2014,33.4255104,-111.9400054,"Tempe, AZ, USA",Arizona
JoelSandersExos,male,Lose weight. get in shape. eat healthier... subjective goals that change like the wind. Aim for a measurable #newyearsresolution instead,Health & Fitness,Lose weight,12/29/2014,33.4483771,-112.0740373,"Phoenix, AZ, USA",Arizona
CivilianConnect,female,"Touch somebody’s life with goodness, love, &amp; understanding.  Get involved in helping somebody else. #newyearsresolution",Philanthropic,Spread Peace,12/29/2014,33.3061605,-111.8412502,"Chandler, AZ, USA",Arizona
chrisbush88,male,"What are your #NewYearsResolution? Mine? Spend more time w/family, get down to 210lbs, &amp; start the business I've been thinking about #goals",Family/Friends/Relationships,Spend more time with family,12/29/2014,33.4483771,-112.0740373,"Phoenix, AZ, USA",Arizona
nxne3,male,idk if my #NewYearsResolution should be to stop skipping leg day or to continue 😂,Humor,Humor about Health and Fitness Resolutions,12/29/2014,34.2216927,-112.7474007,"Yarnell, AZ, USA",Arizona
curlyjanae,female,RT @swankymorm: #NewYearsResolution make my friends my family and make my family my friends,Family/Friends/Relationships,Make new friends,12/29/2014,33.3528264,-111.789027,"Gilbert, AZ, USA",Arizona
taylorboebaylor,female,Time for resolutions. This year I wanna be more awesome. #NewYearsResolution,Personal Growth,Be More Confident,12/29/2014,33.4941704,-111.9260519,"Scottsdale, AZ, USA",Arizona
iSocialFanz,male,Excited to see so many messages from friends saying their #NewYearsResolution is to BE MORE SOCIAL.. I think we all should do this!,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,12/30/2014,33.4483771,-112.0740373,"Phoenix, AZ, USA",Arizona
OhHellNawCaryn,female,"Someday, I'm gonna find out what @jenmorrisonlive's favorite cheese is #NewYearsResolution",Humor,Humor about not Resolutions in general,12/30/2014,33.4483771,-112.0740373,"Phoenix, AZ, USA",Arizona
Michael___B,male,#newyearsresolution more instagram selfies #selfie #kingdomhearts #mickey #exo http://t.co/8bjiO9MK7g,Recreation & Leisure,Take a trip,12/30/2014,41.8144326,-96.1336262,"Arizona, NE 68061, USA",Arizona
AGM100TUC,male,"RT @SardinePundit: I resolve to Love,Honor &amp; Obay Obama without reserve or criticism #NewYearsResolution (pt 1) http://t.co/LYhGMkbwY9",Personal Growth,Respect Others,12/31/2014,32.232343,-110.995371,"Barrio Hollywood, Tucson, AZ, USA",Arizona
MikeLindstrom,male,Getting ready to shoot our goal setting strategy segment for 2015 to air tomorrow @azfamily morning. #NewYearsResolution,Career,Ask for a promotion,12/31/2014,33.4941704,-111.9260519,"Scottsdale, AZ, USA",Arizona
CentsibleMama,female,What is your financial or money saving #NewYearsResolution for 2015?,Finance,Save money,12/31/2014,32.2217429,-110.926479,"Tucson, AZ, USA",Arizona
donttouchme413,female,"#NewYearsResolution 
Do more drugs.",Humor,Humor about not Resolutions in general,12/31/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
cridings1,male,@MLBPAClubhouse The basic one.  Get in shape #NewYearsResolution #HappyNewYear,Health & Fitness,Go to the gym more,12/31/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
BelovedCheryl,female,"My #NewYearsResolution   To pray more, to lift people up who need the Lord.",Philanthropic,Spread Peace,1/1/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
iLick_HerTattss,female,RT @SavvyElise__: #NewYearsResolution : be a better daughter &amp; girlfriend 💁💕,Family/Friends/Relationships,Spend more time with family,1/1/2015,34.7464809,-92.2895948,"Little Rock, AR, USA",Arkansas
bluerabbit501,male,"My #NewYearsResolution is not to make any New Year's resolutions.

FUCK! Already broke it.",Humor,Humor about not Keeping Resolutions,1/1/2015,34.7464809,-92.2895948,"Little Rock, AR, USA",Arkansas
codycalhoun,male,@AnishESPN my New Years resolution of having the body of an athlete is just instantly achieved,Health & Fitness,Improve my body,1/1/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
Trey_Bradley_3,male,RT @Zack_Rozay: New Years Resolution to have a body like the Kicker from Wisconsin. #OutbackBowl,Health & Fitness,Improve my body,1/1/2015,34.9570324,-92.4273785,"Mayflower, AR, USA",Arkansas
kotabeardavis,male,“@justinstaggs: New Years resolution: find someone worth my time” best tweet of the day,Family/Friends/Relationships,Spend more time with significant other,1/1/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
AlainaDukes,male,I'm hungry.  I just are but I'm hungry. I don't even care. My New Years Resolution wasn't to be skinny so I mean idk *shrugs*,Humor,Other,1/1/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
ItalianLightnin,male,RT @StephHollomon: One of my New Years resolution is to take better pictures when I'm drunk.,Humor,Humor about Recreation and Leisure Resolutions,1/1/2015,36.0625795,-94.1574263,"Fayetteville, AR, USA",Arkansas
CateyWilson711,female,New Years Resolution I just made: Never again shop at Dillard's on New Years Day.,Recreation & Leisure,Other,1/1/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
CathyNesbit,female,New Years' Resolution: Spend More Time Doing This (and Less Doing That!) #women http://t.co/IawFHWCNqj,Time Management/Organization,Re-organize,1/2/2015,35.20105,-91.8318334,"Arkansas, USA",Arkansas
amyleda37,female,@Cariloha  #Hashtag #NewYearsResolution  is to build a greenhouse from windows Im recycling.,Personal Growth,Be more positive,12/29/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
iljay,female,"Pretty excited will be starting #insanitymax30 tomorrow, get this #winterweight off!! #NewYearsResolution #beachbody",Health & Fitness,Go to the gym more,12/27/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
AjoyChatterjee,male,"I want to 'sleep' into the new year. If you don't allow, then I will 'sip' into it. Scotch is an old friend anyways. #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,12/27/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
Nokes2016,male,#NewYearsResolution unfollow all the people who post their New Years resolutions.,Humor,Humor about New Years,12/28/2014,35.20105,-91.8318334,"Arkansas, USA",Arkansas
jlaw2005,female,Looking forward to the new year! And the new #plexus challenge! Who wants to get healthy with us? #NewYearNewYou #NewYearsResolution,Health & Fitness,Lose weight,12/30/2014,35.2339712,-92.387655,"Greenbrier, AR 72058, USA",Arkansas
elliegarner23,female,#NewYearsResolution I wanna lose three pounds,Health & Fitness,Eat healthier,12/30/2014,35.0886963,-92.4421011,"Conway, AR, USA",Arkansas
jci0010,male,RT @Wallshark84: #NewYearsResolution More Cardio: https://t.co/xZ17hUf2VK,Health & Fitness,Improve my body,12/31/2014,34.9958945,-92.2813162,"God's Country Rd, Conway, AR 72032, USA",Arkansas
DITUPAC3361,male,#NewYearsResolution Stop watching morning national news,Recreation & Leisure,Other,12/31/2014,33.7700504,-118.1937395,"Long Beach, CA, USA",California
eliaskyriakides,male,"#NewYearsResolution more social support, visit #SoCal",Philanthropic,Volunteer more,12/31/2014,34.1002455,-118.459463,"Bel Air, Los Angeles, CA, USA",California
monimustache,female,#NewYearsResolution finish my community service,Philanthropic,Spread Peace,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
Angeliablack76,female,#NewYearsResolution to enact more with my #Wilson fandom family. But sometimes easier said then done.  But we'll see in 2015,Family/Friends/Relationships,Spend more time with family,12/31/2014,37.7749295,-122.4194155,"San Francisco, CA, USA",California
jbdowney83,male,"#NewYearsResolution to get back in the air starts Sat with a transition to the SR20, G1000, and IPC at @JATOAviation http://t.co/o6y0suNgXJ",Career,Get a new job,12/31/2014,37.7749295,-122.4194155,"San Francisco, CA, USA",California
solosyrah,male,#NewYearsResolution number 1: Find my slippers,Humor,Humor about Health and Fitness Resolutions,1/1/2015,37.5629917,-122.3255254,"San Mateo, CA, USA",California
rampwarrior,male,Actually my New Years resolution. more tacos in 2015 🙌🙌,Personal Growth,Be more positive,1/1/2015,33.1192068,-117.086421,"Escondido, CA, USA",California
myst_aura,male,"My New Years resolution is to not get into as many feuds this year, and not be so opinionated.",Personal Growth,Improve my attitude,1/1/2015,37.4946568,-120.8465941,"Turlock, CA, USA",California
PastaVersaucy,female,#NewYearsResolution go from goth to cyber goth,Personal Growth,Improve my attitude,12/30/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
AudriaAyers,female,#NewYearsResolution ...? To use social media more 0.0,Recreation & Leisure,Other,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
nicegirl639,female,New Years resolution: investing in a new car.,Finance,Other,1/2/2015,32.6400541,-117.0841955,"Chula Vista, CA, USA",California
SabrinaLaughs,female,New Years Resolution: To Let go of the past &amp; look forward to the future. No more holding on to hurt and anger.,Personal Growth,Be more positive,1/1/2015,34.1808392,-118.3089661,"Burbank, CA, USA",California
IvoryyIce,female,2015 New Years resolution: Perfect score Bowser's castle on expert mode in DDR Mario Mix! http://t.co/usDnJcxh3U,Recreation & Leisure,Other,1/1/2015,33.8358492,-118.3406288,"Torrance, CA, USA",California
carmccarthy05,female,New Years resolution is to call out people's bullshit 😸😸😿😸😸,Humor,Humor about Family/Friends/Relationships Resolutions,1/1/2015,36.778261,-119.4179324,"California, USA",California
silentartist112,female,"There are no words to explain #cheating. Either you care or you don't, anything else makes you a liar. ❤️ #NewYearsResolution",Family/Friends/Relationships,Other,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
_MichaelJustin,male,This New Years resolution is to find a fucking job so I can stay here .... Oh and abs.,Career,Get dream job,1/1/2015,33.7700504,-118.1937395,"Long Beach, CA, USA",California
sean_cummings,male,"New Years Resolution: Use ""ruh-roh"" in an adult conversation",Humor,Humor about not Keeping Resolutions,1/1/2015,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
RudyDaBear,male,My #NewYearsResolution is simple: Stop Trying! Ima stop trying to please. Ima stop caring about those who no longer matter. #NewYears #2015,Personal Growth,Improve my attitude,1/1/2015,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
babylanee,female,New Years resolution: more brunch.,Health & Fitness,Other,1/1/2015,32.715738,-117.1610838,"San Diego, CA, USA",California
welcometoboz,male,"#ToDoList “@blogbooktours: This is you all over the place,  #actors #acting #NewYearsResolution #success @theiflist http://t.co/CIaz7FB0fq”",Humor,Humor about not Resolutions in general,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
RickyDelReyy,male,#NewYearsResolution to stop being so damn perf 💖💅,Personal Growth,Be More Confident,12/31/2014,34.0928092,-118.3286614,"Hollywood, Los Angeles, CA, USA",California
RoseBud326,female,New Years Resolution #music,Recreation & Leisure,Spend more time on my hobby,1/1/2015,34.0928092,-118.3286614,"Hollywood, Los Angeles, CA, USA",California
_AndrewRobbins,male,My New Year's resolution is 1280x1600 #NewYearsResolution,Humor,Humor about not Resolutions in general,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
ZacharyNix,male,#NewYearsResolution #2 - Build more friendships through #JesusChrist #MyOasisLA #Hillsong #HillsongLA,Family/Friends/Relationships,Make new friends,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
ZacharyNix,male,#NewYearsResolution #1 - Grow a deeper relationship with #ChristJesus  l #MyOasisLA #Hillsong #HillsongLA,Personal Growth,Focus on Religion and Faith,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
kbiwat,female,My #NewYearsResolution is to learn Armenian😂really!no joking! #NewYear2015 #HappyNewYear #HappyNewYearEverybody http://t.co/LeFWCb0hrC,Education/Training,Learn a new language,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
TheRealDes_xx,female,“@fXOrever: I'm no longer settling for less than my worth. #NewYearsResolution”,Personal Growth,Be more positive,12/28/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
Dena_Marina,female,"#NewYearsResolution :: Read more books, No scrolling FB/checking email b4 breakfast, stay dedicated to PT/yoga to squash my achin' back!",Health & Fitness,Eat healthier,12/31/2014,34.9592083,-116.419389,"Southern California, CA, USA",California
gannon824,male,#NewYearsResolution 3. Start a new life in a new city with a new career and flip bakersfield off as it shrinks in your rear view mirror,Personal Growth,Watch less TV,1/1/2015,35.3732921,-119.0187125,"Bakersfield, CA, USA",California
gannon824,male,#NewYearsResolution 2. Be even more like Archer,Personal Growth,Try new things,1/1/2015,35.3732921,-119.0187125,"Bakersfield, CA, USA",California
MartinezEddson,male,#NewYearsResolution finally help greg with a meal plan lol,Health & Fitness,Other,12/31/2014,35.5941238,-119.3409457,"Wasco, CA 93280, USA",California
gomez__,male,My New Years resolution this year is to go to the gym 🙈,Health & Fitness,Set up a home gym,1/1/2015,36.2127439,-121.1260287,"King City, CA, USA",California
MiguelAPinzon,male,...Develop my own signature fragrance #NewYearsResolution,Career,Start a new business,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
jon__bay,male,"My #NewYearsResolution 

-Learn how to drive.
-Apologize less.
-Read and write more.
-Get a 4.0 this upcoming quarter
-Drop my mixtape",Recreation & Leisure,Take a cross country trip,12/31/2014,36.9741171,-122.0307963,"Santa Cruz, CA, USA",California
NicholasPuzar,male,"Resolution for 2015, Find a Wife. #NewYearsResolution",Personal Growth,Other,1/1/2015,37.3382082,-121.8863286,"San Jose, CA, USA",California
langelah,female,#NewYearsResolution #1 to be kinder to myself.,Personal Growth,Focus on my self,12/31/2014,37.4418834,-122.1430195,"Palo Alto, CA, USA",California
3Deej,male,Res #157143 workout 7 days a week vs 5 #gains moar #NewYearsResolution,Health & Fitness,Eat less meat,12/31/2014,37.3541079,-121.9552356,"Santa Clara, CA, USA",California
3Deej,male,Res #127243 play more video games #NewYearsResolution,Recreation & Leisure,Other,12/31/2014,37.3541079,-121.9552356,"Santa Clara, CA, USA",California
3Deej,male,Res #1  LOVE fully &amp; always.  #untilithurts #thenforevermore #NewYearsResolution,Personal Growth,Respect Others,12/31/2014,37.3541079,-121.9552356,"Santa Clara, CA, USA",California
chhun_s,male,@StubHub #NewYearsResolution Hoping for wrestlemania...can you help?,Recreation & Leisure,Take a trip,1/1/2015,37.3382082,-121.8863286,"San Jose, CA, USA",California
tesscolemannn,female,Our New Years resolution was not to eat out and here we are going to get pizza.. @stephaniedeus14,Health & Fitness,Lose weight,1/1/2015,37.4040942,-120.8504738,"Hilmar, CA 95324, USA",California
sdowns,female,"""In 2015, my #NewYearsResolution is to NOT give you iced tea after 8 PM."" -@SumanRavuri, to a boisterous me.",Family/Friends/Relationships,Have a baby,12/31/2014,37.8043637,-122.2711137,"Oakland, CA, USA",California
MiguelAPinzon,male,More red meat in 2015 #NewYearsResolution,Health & Fitness,Eat healthier,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
RastaMarge,female,Had my last in n out burger yesterday and omy for my last @Starbucks #NewYearsResolution 😃,Health & Fitness,Eat healthier,12/31/2014,38.0213118,-121.0838313,"Linden, CA 95236, USA",California
eokane96,male,Cardio day: run until your nipples start to chafe. #lifetime #workout #run #NewYearsResolution #weightloss,Health & Fitness,Lose weight,12/31/2014,34.0522342,-118.2436849,"Los Angeles, CA, USA",California
